ID	Coding frame used	Tone
1341	Battle	33
1342	Strategy	40
1343	Battle	32
1344	Battle	25
1345	Battle	27
1346	Battle	18
1347	Strategy	40
1348	Justification: Humanitarian (Blairite)	40
1349	Not applicable	
1350	Not applicable	
1351	Not applicable	
1352	Not applicable	
1354	Battle	34
1355	Battle	40
1356	Not applicable	
1357	Coalition military casualties	25
1358	Battle	32
1359	Coalition military casualties	32
1360	Justification: Humanitarian (Blairite)	19
1361	Not applicable	
1362	Not applicable	
1363	Not applicable	
1364	Civilian casualties	32
1365	Not applicable	
1366	Battle	32
1367	Coalition military casualties	25
1368	Battle	17
1368	Coalition military casualties	17
1370	Not applicable	
1371	Battle	18
1372	Coalition military casualties	32
1373	Not applicable	
1374	Civilian casualties	16
1374	Battle	16
1374	Coalition military casualties	16
1375	Justification: War on Terror	10
1376	Not applicable	
1377	Justification: Humanitarian (Blairite)	48
1378	Battle	26
1380	Not applicable	
1381	Civilian casualties	18
1382	Not applicable	
1383	Battle	40
1384	Not applicable	
1385	Coalition military casualties	32
1386	Not applicable	
1387	Battle	40
1388	Strategy	32
1389	Justification: Humanitarian (Blairite)	11
1389	Strategy	19
1390	Battle	25
1391	Coalition military casualties	25
1392	Battle	35
1393	Battle	32
1394	Not applicable	
1395	Not applicable	
1396	Battle	18
1397	Civilian casualties	24
1398	Not applicable	
1399	Battle	35
1400	Battle	32
1401	Not applicable	
1403	Battle	32
1404	Humanitarian issues (aid delivery)	24
1404	Battle	24
1405	Battle	32
1406	Battle	32
1407	Strategy	26
1408	Battle	35
1409	Battle	24
1410	Battle	32
1411	Coalition military casualties	24
1411	Battle	24
1412	Civilian casualties	24
1414	Not applicable	
1415	Strategy	24
1416	Not applicable	
1417	Not applicable	
1419	Not applicable	
1420	Not applicable	
1421	Not applicable	
1423	Battle	32
1425	Not applicable	
1426	Not applicable	
1427	Humanitarian issues (aid delivery)	25
1429	Justification: War on Terror	18
1431	Battle	32
1432	Not applicable	
1433	Not applicable	
1434	Not applicable	
1435	Humanitarian issues (aid delivery)	24
1436	Not applicable	
1438	Battle	35
1439	Strategy	26
1440	Battle	40
1442	Coalition military casualties	18
1443	Not applicable	
1444	Battle	35
1445	Battle	26
1446	Battle	26
1448	Civilian casualties	18
1449	Not applicable	
1450	Not applicable	
1451	Battle	18
1452	Coalition military casualties	25
1453	Justification: WMDs	26
1454	Humanitarian issues (aid delivery)	25
1455	Not applicable	
1456	Battle	40
1457	Not applicable	
1459	Strategy	40
1459	Civilian casualties	40
1459	Humanitarian issues (aid delivery)	24
1460	Not applicable	
1461	Battle	32
1462	Coalition military casualties	25
1463	Coalition military casualties	32
1464	Not applicable	
1465	Not applicable	
1468	Battle	35
1469	Justification: Humanitarian (Blairite)	32
1470	Not applicable	
1472	Battle	18
1473	Battle	26
1474	Not applicable	
1475	Battle	32
1477	Battle	32
1478	Battle	32
1479	Not applicable	
1480	Not applicable	
1481	Battle	19
1482	Not applicable	
1483	Not applicable	
1484	Not applicable	
1485	Not applicable	
1486	Not applicable	
1487	Battle	35
1488	Not applicable	
1489	Not applicable	
1490	Not applicable	
1491	Battle	24
1492	Battle	40
1493	Battle	32
1494	Not applicable	
1495	Coalition military casualties	25
1496	Battle	40
1497	Humanitarian issues (aid delivery)	28
1498	Not applicable	
1499	Battle	35
1500	Not applicable	
1501	Not applicable	
1502	Battle	24
1503	Battle	24
1504	Not applicable	
1505	Battle	24
1506	Not applicable	
1507	Strategy	32
1508	Strategy	18
1509	Coalition military casualties	32
1510	Coalition military casualties	17
1512	Not applicable	
1514	Justification: Humanitarian (Blairite)	40
1515	Battle	26
1516	Civilian casualties	18
1517	Battle	40
1518	Not applicable	
1519	Not applicable	
1520	Not applicable	
1521	Justification: Humanitarian (Blairite)	40
1521	Justification: WMDs	40
1522	Battle	40
1523	Not applicable	
1524	Humanitarian issues (aid delivery)	32
1525	Not applicable	
1526	Battle	19
1527	Not applicable	
1528	Battle	40
1528	Justification: WMDs	19
1529	Battle	18
1530	Strategy	40
1531	Not applicable	
1532	Battle	40
1533	Battle	40
1534	Not applicable	
1535	Not applicable	
1536	Justification: Humanitarian (Blairite)	11
1537	Justification: Humanitarian (Blairite)	40
1537	Battle	40
1538	Not applicable	
1539	Humanitarian issues (aid delivery)	33
1540	Coalition military casualties	32
1541	Coalition military casualties	33
1542	Coalition military casualties	25
1543	Not applicable	
1544	Not applicable	
1545	Battle	26
1546	Not applicable	
1547	Battle	33
1548	Not applicable	
1549	Humanitarian issues (aid delivery)	40
1550	Justification: Humanitarian (Blairite)	40
1551	Not applicable	
1552	Battle	40
1553	Battle	26
1554	Coalition military casualties	25
1555	Justification: WMDs	16
1555	Justification: Humanitarian (Blairite)	16
1556	Battle	18
1556	Coalition military casualties	18
1557	Battle	27
1558	Battle	33
1560	Battle	32
1561	Humanitarian issues (aid delivery)	32
1562	Not applicable	
1563	Battle	40
1564	Not applicable	
1565	Civilian casualties	16
1565	Justification: Humanitarian (Blairite)	16
1566	Justification: War on Terror	10
1567	Battle	32
1568	Coalition military casualties	25
1569	Coalition military casualties	33
1570	Coalition military casualties	33
1571	Coalition military casualties	33
1572	Justification: Humanitarian (Blairite)	33
1572	Coalition military casualties	41
1573	Battle	32
1574	Battle	33
1575	Strategy	32
1576	Battle	32
1576	Justification: WMDs	40
1577	Battle	33
1578	Battle	35
1578	Coalition military casualties	17
1579	Not applicable	
1580	Battle	25
1581	Not applicable	
1582	Not applicable	
1583	Coalition military casualties	33
1584	Battle	40
1584	Justification: War on Terror	40
1585	Not applicable	
1586	Battle	35
1587	Civilian casualties	24
1588	Not applicable	
1589	Not applicable	
1590	Not applicable	
1591	Not applicable	
1592	Not applicable	
1593	Battle	33
1594	Coalition military casualties	25
1595	Battle	35
1596	Battle	32
1597	Not applicable	
1600	Not applicable	
1602	Battle	32
1603	Not applicable	
1604	Coalition military casualties	25
1605	Coalition military casualties	33
1606	Battle	27
1608	Not applicable	
1609	Justification: Humanitarian (Blairite)	26
1610	Not applicable	
1611	Humanitarian issues (aid delivery)	24
1613	Humanitarian issues (aid delivery)	25
1614	Not applicable	
1615	Not applicable	
1616	Not applicable	
1617	Not applicable	
1618	Not applicable	
1620	Not applicable	
1621	Not applicable	
1622	Battle	32
1623	Battle	33
1624	Not applicable	
1625	Humanitarian issues (aid delivery)	32
1626	Not applicable	
1627	Coalition military casualties	33
1629	Coalition military casualties	33
1630	Humanitarian issues (aid delivery)	33
1631	Battle	35
1631	Civilian casualties	24
1632	Strategy	27
1633	Strategy	35
1636	Not applicable	
1637	Strategy	18
1638	Not applicable	
1639	Battle	33
1640	Not applicable	
1641	Battle	40
1643	Not applicable	
1644	Strategy	33
1645	Not applicable	
1646	Not applicable	
1647	Strategy	32
1648	Not applicable	
1649	Battle	40
1650	Not applicable	
1651	Battle	26
1652	Not applicable	
1653	Not applicable	
1655	Not applicable	
1656	Not applicable	
1657	Humanitarian issues (aid delivery)	32
1658	Battle	32
1659	Battle	32
1660	Not applicable	
1661	Battle	33
1662	Battle	32
1663	Strategy	18
1664	Not applicable	
1666	Not applicable	
1667	Battle	26
1668	Not applicable	
1669	Not applicable	
1670	Not applicable	
1671	Coalition military casualties	33
1672	Not applicable	
1673	Not applicable	
1674	Not applicable	
1675	Battle	40
1676	Coalition military casualties	25
1677	Battle	34
1678	Battle	18
1679	Strategy	26
1680	Battle	40
1681	Strategy	27
1683	Coalition military casualties	33
1684	Battle	33
1685	Not applicable	
1686	Battle	40
1688	Not applicable	
1689	Humanitarian issues (aid delivery)	25
1690	Not applicable	
1691	Humanitarian issues (aid delivery)	20
1692	Not applicable	
1694	Not applicable	
1695	Strategy	18
1696	Not applicable	
1697	Not applicable	
1698	Justification: Humanitarian (Blairite)	11
1699	Justification: Humanitarian (Blairite)	40
1700	Not applicable	
1701	Battle	33
1702	Battle	40
1703	Not applicable	
1704	Battle	26
1705	Battle	33
1706	Justification: WMDs	19
1707	Battle	33
1709	Battle	32
1710	Battle	40
1711	Battle	34
1712	Not applicable	
1713	Battle	41
1713	Humanitarian issues (aid delivery)	33
1714	Battle	19
1715	Not applicable	
1716	Not applicable	
1717	Justification: Humanitarian (Blairite)	40
1717	Humanitarian issues (aid delivery)	40
1718	Justification: WMDs	48
1719	Civilian casualties	24
1720	Not applicable	
1721	Coalition military casualties	01
1722	Coalition military casualties	25
1723	Coalition military casualties	32
1724	Coalition military casualties	25
1725	Coalition military casualties	25
1726	Coalition military casualties	98
1727	Humanitarian issues (aid delivery)	40
1727	Justification: Humanitarian (Blairite)	40
1728	Humanitarian issues (aid delivery)	39
1729	Civilian casualties	24
1730	Civilian casualties	10
1731	Not applicable	
1732	Battle	35
1733	Battle	32
1734	Strategy	18
1735	Justification: Humanitarian (Blairite)	19
1736	Battle	19
1737	Not applicable	
1739	Civilian casualties	10
1740	Not applicable	
1741	Battle	32
1742	Humanitarian issues (aid delivery)	24
1743	Civilian casualties	16
1744	Battle	32
1745	Not applicable	
1746	Not applicable	
1747	Coalition military casualties	25
1748	Coalition military casualties	25
1749	Coalition military casualties	25
1750	Not applicable	
1751	Not applicable	
1752	Battle	27
1753	Battle	34
1754	Not applicable	
1756	Battle	33
1757	Not applicable	
1758	Humanitarian issues (aid delivery)	33
1759	Battle	26
1760	Civilian casualties	24
1761	Not applicable	
1762	Strategy	26
1763	Coalition military casualties	33
1764	Not applicable	
1765	Not applicable	
1767	Battle	32
1769	Civilian casualties	16
1770	Battle	32
1770	Civilian casualties	24
1771	Battle	32
1771	Civilian casualties	24
1771	Humanitarian issues (aid delivery)	40
1771	Justification: WMDs	19
1772	Battle	35
1774	Strategy	26
1776	Battle	33
1777	Coalition military casualties	25
1778	Not applicable	
1779	Not applicable	
1780	Humanitarian issues (aid delivery)	24
1781	Humanitarian issues (aid delivery)	39
1783	Not applicable	
1785	Not applicable	
1786	Battle	24
1787	Not applicable	
1788	Justification: WMDs	27
1789	Not applicable	
1790	Not applicable	
1791	Not applicable	
1792	Not applicable	
1793	Not applicable	
1794	Civilian casualties	24
1794	Battle	24
1795	Not applicable	
1796	Civilian casualties	10
1797	Civilian casualties	18
1798	Battle	40
1799	Battle	35
1800	Battle	32
1801	Battle	19
1802	Not applicable	
1803	Not applicable	
1804	Humanitarian issues (aid delivery)	24
1805	Humanitarian issues (aid delivery)	24
1806	Battle	25
1807	Justification: Humanitarian (Blairite)	19
1808	Strategy	32
1809	Not applicable	
1810	Not applicable	
1811	Battle	26
1812	Not applicable	
1814	Not applicable	
1815	Humanitarian issues (aid delivery)	33
1816	Coalition military casualties	25
1817	Not applicable	
1818	Not applicable	
1819	Not applicable	
1820	Battle	35
1820	Strategy	18
1821	Coalition military casualties	19
1822	Strategy	24
1823	Battle	26
1824	Battle	27
1824	Humanitarian issues (aid delivery)	25
1825	Humanitarian issues (aid delivery)	33
1826	Humanitarian issues (aid delivery)	25
1827	Battle	33
1828	Battle	26
1830	Civilian casualties	24
1831	Civilian casualties	24
1833	Not applicable	
1834	Not applicable	
1835	Justification: Humanitarian (Blairite)	19
1836	Not applicable	
1837	Not applicable	
1838	Not applicable	
1839	Not applicable	
1841	Coalition military casualties	33
1842	Not applicable	
1843	Not applicable	
1844	Not applicable	
1845	Not applicable	
1846	Not applicable	
1847	Not applicable	
1848	Not applicable	
1849	Not applicable	
1850	Not applicable	
1851	Battle	32
1852	Not applicable	
1853	Not applicable	
1854	Civilian casualties	18
1855	Not applicable	
1856	Humanitarian issues (aid delivery)	40
1857	Civilian casualties	24
1858	Battle	32
1858	Humanitarian issues (aid delivery)	33
1859	Justification: Humanitarian (Blairite)	33
1859	Battle	25
1860	Battle	26
1861	Not applicable	
1862	Strategy	19
1863	Coalition military casualties	33
1864	Not applicable	
1865	Not applicable	
1866	Battle	40
1867	Not applicable	
1868	Not applicable	
1869	Not applicable	
1870	Not applicable	
1871	Not applicable	
1872	Not applicable	
1873	Not applicable	
1874	Not applicable	
1875	Not applicable	
1876	Battle	40
1877	Not applicable	
1878	Not applicable	
1880	Not applicable	
1881	Not applicable	
1882	Coalition military casualties	33
1883	Battle	33
1884	Battle	41
1885	Justification: Humanitarian (Blairite)	11
1886	Not applicable	
1887	Strategy	40
1887	Battle	40
1888	Not applicable	
1889	Not applicable	
1890	Not applicable	
1891	Not applicable	
1892	Justification: Humanitarian (Blairite)	11
1893	Humanitarian issues (aid delivery)	19
1894	Battle	32
1895	Humanitarian issues (aid delivery)	20
1896	Justification: Humanitarian (Blairite)	11
1897	Not applicable	
1898	Coalition military casualties	32
1899	Battle	25
1900	Battle	18
1901	Civilian casualties	19
1902	Battle	41
1902	Humanitarian issues (aid delivery)	41
1903	Coalition military casualties	33
1904	Justification: Humanitarian (Blairite)	40
1904	Humanitarian issues (aid delivery)	39
1728	Justification: Humanitarian (Blairite)	40
1905	Not applicable	
1906	Not applicable	
1907	Coalition military casualties	17
1908	Coalition military casualties	17
1347	Civilian casualties	40
1909	Coalition military casualties	25
1910	Battle	32
1911	Strategy	18
1912	Battle	33
1913	Battle	24
1914	Not applicable	
1915	Justification: Humanitarian (Blairite)	24
1916	Battle	40
1917	Civilian casualties	24
1918	Battle	18
1918	Coalition military casualties	26
1920	Battle	26
1921	Battle	32
1922	Not applicable	
1923	Not applicable	
1924	Not applicable	
1925	Coalition military casualties	25
1926	Coalition military casualties	33
1927	Justification: Humanitarian (Blairite)	33
1927	Coalition military casualties	11
1928	Battle	24
1929	Battle	33
1930	Justification: Humanitarian (Blairite)	19
1931	Battle	33
1932	Battle	26
1933	Not applicable	
1934	Battle	32
1934	Justification: Humanitarian (Blairite)	40
1935	Not applicable	
1936	Battle	34
1937	Not applicable	
1938	Coalition military casualties	18
1939	Battle	24
1939	Civilian casualties	24
1939	Justification: Humanitarian (Blairite)	19
1940	Humanitarian issues (aid delivery)	24
1941	Battle	32
1942	Battle	32
1942	Justification: Humanitarian (Blairite)	40
1943	Humanitarian issues (aid delivery)	24
1944	Not applicable	
1945	Battle	32
1945	Justification: Humanitarian (Blairite)	40
1945	Humanitarian issues (aid delivery)	32
1946	Strategy	18
1948	Coalition military casualties	25
1949	Coalition military casualties	26
1950	Battle	32
1951	Battle	26
1952	Battle	33
1953	Civilian casualties	16
1953	Battle	24
1954	Civilian casualties	26
1955	Not applicable	
1956	Not applicable	
1957	Not applicable	
1958	Not applicable	
1959	Not applicable	
1960	Not applicable	
1961	Justification: WMDs	25
1962	Humanitarian issues (aid delivery)	32
1963	Humanitarian issues (aid delivery)	25
1964	Justification: Humanitarian (Blairite)	24
1964	Humanitarian issues (aid delivery)	24
1965	Not applicable	
1966	Not applicable	
1967	Justification: Humanitarian (Blairite)	40
1967	Battle	40
1968	Battle	32
1968	Strategy	18
1969	Not applicable	
1970	Not applicable	
1971	Humanitarian issues (aid delivery)	24
1972	Not applicable	
1973	Iraqi military casualties	26
1973	Battle	26
1974	Coalition military casualties	32
1975	Strategy	32
1975	Battle	32
1976	Strategy	18
1977	Battle	18
1978	Battle	26
1979	Battle	33
1981	Battle	26
1982	Battle	26
1982	Coalition military casualties	26
1983	Not applicable	
1984	Not applicable	
1985	Not applicable	
1986	Not applicable	
1987	Battle	24
1988	Battle	19
1989	Not applicable	
1990	Battle	33
1991	Not applicable	
1992	Not applicable	
1993	Not applicable	
1994	Humanitarian issues (aid delivery)	24
1995	Not applicable	
1996	Not applicable	
1997	Not applicable	
1998	Battle	34
1999	Battle	24
1999	Justification: Humanitarian (Blairite)	40
2000	Justification: WMDs	19
2001	Coalition military casualties	33
2002	Not applicable	
2003	Battle	41
2004	Battle	33
2006	Battle	26
2007	Battle	19
2008	Strategy	18
2009	Battle	26
2010	Humanitarian issues (aid delivery)	24
2011	Civilian casualties	98
2012	Not applicable	
2013	Not applicable	
2014	Not applicable	
2015	Not applicable	
2016	Not applicable	
2017	Not applicable	
2019	Not applicable	
2020	Not applicable	
2021	Strategy	32
2022	Civilian casualties	24
2023	Not applicable	
2024	Humanitarian issues (aid delivery)	40
2025	Not applicable	
2026	Not applicable	
2027	Battle	40
2027	Strategy	40
2028	Justification: Humanitarian (Blairite)	11
2029	Humanitarian issues (aid delivery)	24
2030	Battle	32
2030	Justification: Humanitarian (Blairite)	40
2031	Strategy	18
2032	Not applicable	
2033	Not applicable	
2034	Battle	18
2034	Coalition military casualties	26
2035	Battle	34
2036	Battle	33
2037	Humanitarian issues (aid delivery)	25
2038	Not applicable	
2040	Battle	32
2041	Battle	26
2042	Battle	19
2043	Not applicable	
2044	Strategy	26
2044	Battle	40
2045	Not applicable	
2046	Justification: Humanitarian (Blairite)	40
2047	Justification: War on Terror	34
2048	Humanitarian issues (aid delivery)	24
2049	Not applicable	
2050	Not applicable	
2051	Not applicable	
2052	Not applicable	
2053	Justification: Humanitarian (Blairite)	19
2054	Coalition military casualties	33
2053	Coalition military casualties	33
2055	Coalition military casualties	25
2056	Not applicable	
2057	Not applicable	
2058	Not applicable	
2059	Coalition military casualties	40
2060	Humanitarian issues (aid delivery)	33
2061	Battle	40
2061	Civilian casualties	24
2062	Coalition military casualties	24
2063	Strategy	26
2064	Justification: Humanitarian (Blairite)	33
2065	Justification: Humanitarian (Blairite)	19
2066	Humanitarian issues (aid delivery)	19
2067	Battle	19
2068	Not applicable	
2069	Not applicable	
2070	Not applicable	
2071	Not applicable	
2072	Not applicable	
2073	Justification: WMDs	11
2074	Justification: Humanitarian (Blairite)	11
2075	Battle	19
2076	Restoration of law and order (post-conflict)	33
2076	Humanitarian issues (aid delivery)	33
2077	Coalition military casualties	25
2078	Coalition military casualties	33
2079	Coalition military casualties	32
2080	Humanitarian issues (aid delivery)	33
2081	Not applicable	
2082	Not applicable	
2083	Coalition military casualties	09
2084	Coalition military casualties	17
2085	Not applicable	
2086	Not applicable	
2087	Coalition military casualties	17
2088	Coalition military casualties	25
2089	Battle	24
2089	Coalition military casualties	18
2090	Strategy	25
2091	Not applicable	
2093	Coalition military casualties	17
2093	Battle	24
2094	Civilian casualties	24
2095	Not applicable	
2096	Battle	32
2096	Coalition military casualties	18
2097	Battle	32
2098	Not applicable	
2100	Justification: Humanitarian (Blairite)	33
2101	Humanitarian issues (aid delivery)	40
2103	Justification: WMDs	19
2104	Coalition military casualties	25
2105	Coalition military casualties	25
2106	Not applicable	
2107	Strategy	18
2109	Coalition military casualties	24
2110	Not applicable	
2111	Not applicable	
2112	Justification: Humanitarian (Blairite)	11
2113	Battle	18
2114	Not applicable	
2115	Not applicable	
2116	Strategy	26
2117	Not applicable	
2118	Strategy	18
2119	Justification: WMDs	11
2119	Justification: Humanitarian (Blairite)	11
2120	Coalition military casualties	33
2121	Coalition military casualties	33
2122	Battle	40
2122	Civilian casualties	32
2123	Humanitarian issues (aid delivery)	33
2124	Battle	40
2125	Strategy	32
2126	Civilian casualties	24
2127	Battle	33
2128	Humanitarian issues (aid delivery)	40
2129	Battle	32
2129	Strategy	32
2130	Not applicable	
2131	Not applicable	
2133	Battle	26
2133	Strategy	26
2134	Battle	32
2135	Not applicable	
2136	Not applicable	
2137	Not applicable	
2138	Not applicable	
2139	Humanitarian issues (aid delivery)	28
2140	Not applicable	
2141	Not applicable	
2142	Strategy	19
2143	Coalition military casualties	25
2144	Not applicable	
2145	Not applicable	
2146	Not applicable	
2147	Not applicable	
2148	Not applicable	
2149	Not applicable	
2150	Not applicable	
2151	Civilian casualties	18
2152	Battle	32
2153	Humanitarian issues (aid delivery)	28
2154	Humanitarian issues (aid delivery)	40
2155	Strategy	26
2156	Battle	26
2157	Justification: Humanitarian (Blairite)	19
2158	Battle	25
2159	Strategy	18
2161	Justification: WMDs	19
2162	Not applicable	
2163	Coalition military casualties	25
2164	Coalition military casualties	17
2165	Not applicable	
2166	Not applicable	
2167	Not applicable	
2168	Not applicable	
2169	Not applicable	
2170	Not applicable	
2171	Not applicable	
2172	Not applicable	
2173	Strategy	18
2174	Not applicable	
2175	Not applicable	
2176	Strategy	18
2176	Humanitarian issues (aid delivery)	24
2177	Not applicable	
2178	Battle	18
2179	Strategy	18
2180	Not applicable	
2181	Not applicable	
2182	Battle	18
2184	Battle	26
2185	Not applicable	
2187	Battle	33
2188	Humanitarian issues (aid delivery)	41
2188	Restoration of law and order (post-conflict)	41
2189	Not applicable	
2190	Not applicable	
2191	Coalition military casualties	17
2192	Coalition military casualties	33
2193	Justification: Humanitarian (Blairite)	11
2194	Not applicable	
2195	Not applicable	
2196	Strategy	18
2197	Not applicable	
2199	Humanitarian issues (aid delivery)	25
2200	Humanitarian issues (aid delivery)	28
2201	Battle	40
2201	Humanitarian issues (aid delivery)	40
2202	Not applicable	
2203	Justification: Humanitarian (Blairite)	19
2204	Not applicable	
2205	Civilian casualties	32
2206	Humanitarian issues (aid delivery)	28
2207	Humanitarian issues (aid delivery)	40
2208	Humanitarian issues (aid delivery)	17
2209	Justification: Humanitarian (Blairite)	17
2210	Battle	40
2211	Battle	26
2211	Coalition military casualties	18
2212	Not applicable	
2214	Not applicable	
2215	Justification: WMDs	19
2216	Battle	25
2217	Not applicable	
2218	Not applicable	
2219	Battle	32
2220	Not applicable	
2221	Coalition military casualties	33
2222	Not applicable	
2223	Coalition military casualties	25
2224	Coalition military casualties	01
2225	Coalition military casualties	24
2226	Not applicable	
2227	Coalition military casualties	26
2228	Not applicable	
2229	Not applicable	
2230	Not applicable	
2231	Not applicable	
2232	Not applicable	
2233	Not applicable	
2234	Humanitarian issues (aid delivery)	28
2235	Strategy	24
2236	Not applicable	
2237	Coalition military casualties	33
2238	Not applicable	
2239	Not applicable	
2240	Battle	41
2241	Not applicable	
2243	Not applicable	
2244	Justification: Humanitarian (Blairite)	11
2244	Battle	48
2245	Justification: WMDs	11
2246	Strategy	19
2246	Battle	19
2247	Not applicable	
2248	Not applicable	
2251	Justification: Humanitarian (Blairite)	11
2252	Not applicable	
2255	Coalition military casualties	25
2256	Coalition military casualties	25
2257	Battle	32
2258	Coalition military casualties	33
2259	Battle	34
2260	Battle	40
2261	Not applicable	
2262	Civilian casualties	24
2263	Justification: Humanitarian (Blairite)	24
2265	Strategy	32
2265	Coalition military casualties	25
2266	Coalition military casualties	98
2267	Battle	27
2268	Battle	27
2270	Not applicable	
2271	Not applicable	
2272	Humanitarian issues (aid delivery)	17
2273	Civilian casualties	19
2274	Civilian casualties	10
2274	Justification: Humanitarian (Blairite)	10
2275	Battle	32
2276	Not applicable	
2277	Justification: War on Terror	19
2278	Coalition military casualties	33
2279	Coalition military casualties	33
2280	Coalition military casualties	25
2281	Not applicable	
2282	Coalition military casualties	08
2283	Justification: Humanitarian (Blairite)	19
2285	Battle	26
2286	Battle	32
2287	Strategy	26
2288	Not applicable	
2289	Not applicable	
2291	Not applicable	
2292	Not applicable	
2293	Restoration of law and order (post-conflict)	41
2293	Justification: Humanitarian (Blairite)	11
2294	Not applicable	
2296	Not applicable	
2297	Not applicable	
2298	Justification: Humanitarian (Blairite)	11
2299	Not applicable	
2300	Not applicable	
2301	Not applicable	
2302	Battle	24
2302	Strategy	24
2303	Battle	26
2303	Coalition military casualties	18
2304	Coalition military casualties	25
2305	Civilian casualties	18
2306	Coalition military casualties	33
2307	Battle	32
2308	Not applicable	
2309	Battle	32
2310	Battle	32
2311	Coalition military casualties	32
2312	Humanitarian issues (aid delivery)	24
2314	Battle	32
2315	Humanitarian issues (aid delivery)	25
2315	Justification: Humanitarian (Blairite)	19
2316	Battle	27
2317	Not applicable	
2319	Not applicable	
2320	Not applicable	
2321	Not applicable	
2323	Not applicable	
2324	Not applicable	
2325	Not applicable	
2326	Coalition military casualties	25
2327	Strategy	26
2327	Battle	26
2328	Justification: War on Terror	26
2329	Civilian casualties	32
2330	Battle	27
2330	Civilian casualties	24
2330	Strategy	35
2331	Humanitarian issues (aid delivery)	25
2332	Battle	25
2333	Not applicable	
2334	Justification: Humanitarian (Blairite)	32
2335	Not applicable	
2336	Not applicable	
2337	Battle	32
2338	Not applicable	
2339	Not applicable	
2342	Justification: Humanitarian (Blairite)	11
2343	Coalition military casualties	40
2344	Civilian casualties	24
2346	Not applicable	
2347	Battle	40
2348	Battle	26
2348	Civilian casualties	26
2348	Coalition military casualties	26
2349	Battle	26
2350	Civilian casualties	24
2350	Justification: Humanitarian (Blairite)	24
2351	Battle	33
2352	Not applicable	
2353	Justification: Humanitarian (Blairite)	40
2354	Coalition military casualties	33
2355	Coalition military casualties	33
2356	Strategy	26
2356	Battle	27
2357	Battle	40
2358	Justification: WMDs	27
2359	Not applicable	
2360	Strategy	26
2360	Battle	40
2361	Justification: Humanitarian (Blairite)	25
2362	Battle	40
2362	Coalition military casualties	19
2363	Battle	34
2364	Not applicable	
2365	Coalition military casualties	25
2366	Strategy	33
2366	Justification: WMDs	19
2367	Justification: Humanitarian (Blairite)	32
2368	Strategy	25
2369	Not applicable	
2370	Not applicable	
2371	Not applicable	
2372	Civilian casualties	24
2372	Justification: Humanitarian (Blairite)	24
2373	Civilian casualties	24
2374	Justification: WMDs	11
2374	Justification: Humanitarian (Blairite)	11
2375	Civilian casualties	19
2376	Strategy	40
2377	Battle	32
2377	Strategy	18
2378	Justification: Humanitarian (Blairite)	24
2379	Not applicable	
2380	Not applicable	
2381	Not applicable	
2382	Battle	40
2382	Justification: Humanitarian (Blairite)	48
2382	Justification: WMDs	40
2383	Battle	41
2384	Battle	41
2385	Battle	41
2386	Battle	41
2387	Not applicable	
2388	Battle	34
2389	Not applicable	
2390	Coalition military casualties	08
2392	Not applicable	
2393	Not applicable	
2394	Battle	40
2395	Battle	19
2396	Battle	32
2397	Not applicable	
2398	Not applicable	
2399	Not applicable	
2401	Coalition military casualties	19
2402	Justification: Humanitarian (Blairite)	40
2403	Coalition military casualties	40
2404	Not applicable	
2405	Not applicable	
2406	Battle	33
2407	Battle	33
2408	Coalition military casualties	25
2409	Coalition military casualties	18
2410	Coalition military casualties	18
2411	Not applicable	
2413	Strategy	10
2414	Not applicable	
2415	Not applicable	
2417	Strategy	18
2417	Battle	26
2418	Justification: Humanitarian (Blairite)	40
2419	Battle	27
2420	Justification: War on Terror	34
2421	Strategy	24
2421	Justification: Humanitarian (Blairite)	24
2421	Battle	24
2422	Battle	25
2423	Not applicable	
2424	Not applicable	
2425	Not applicable	
2427	Justification: Humanitarian (Blairite)	16
2427	Civilian casualties	16
2428	Justification: WMDs	19
2428	Justification: Humanitarian (Blairite)	32
2429	Not applicable	
2430	Not applicable	
2431	Humanitarian issues (aid delivery)	39
2432	Battle	33
2433	Strategy	26
2434	Not applicable	
2435	Strategy	26
2436	Not applicable	
2437	Coalition military casualties	18
2438	Battle	33
2439	Not applicable	
2440	Battle	41
2441	Humanitarian issues (aid delivery)	25
2442	Justification: Humanitarian (Blairite)	24
2443	Not applicable	
2444	Not applicable	
2445	Not applicable	
2446	Not applicable	
2447	Strategy	26
2448	Not applicable	
2449	Not applicable	
2450	Strategy	24
2451	Justification: Humanitarian (Blairite)	17
2452	Battle	27
2453	Battle	32
2453	Strategy	26
2454	Battle	26
2454	Justification: Humanitarian (Blairite)	18
2455	Strategy	18
2456	Strategy	34
2457	Not applicable	
2458	Not applicable	
2460	Justification: War on Terror	18
2461	Battle	33
2462	Battle	41
2464	Coalition military casualties	18
2465	Coalition military casualties	33
2466	Not applicable	
2467	Not applicable	
2468	Justification: WMDs	40
2469	Humanitarian issues (aid delivery)	32
2471	Not applicable	
2472	Not applicable	
2473	Not applicable	
2474	Strategy	18
2475	Not applicable	
2476	Not applicable	
2477	Not applicable	
2478	Strategy	26
2479	Not applicable	
2480	Justification: WMDs	18
2481	Not applicable	
2482	Coalition military casualties	18
2483	Strategy	18
2484	Not applicable	
2485	Battle	32
2486	Not applicable	
2487	Battle	27
2488	Humanitarian issues (aid delivery)	18
2488	Justification: WMDs	19
2489	Battle	33
2490	Not applicable	
2491	Battle	40
